quality.first.agent.velocity.x	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.1.00.mids.quality.first.agent.avg.power	progress.rate.q.0.05.1.00.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.1.00.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power.max
2.011e-02	nan	nan	nan	1.572e+00	1.572e+00	1.572e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.265e-02	nan	nan	nan	1.182e+00	1.182e+00	1.182e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.992e-02	nan	nan	nan	1.331e+00	1.331e+00	1.331e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.060e-02	nan	nan	nan	9.987e-01	9.987e-01	9.987e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.302e-02	nan	nan	nan	1.266e+00	1.266e+00	1.266e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.606e-02	nan	nan	nan	1.715e+00	1.715e+00	1.715e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.719e-02	nan	nan	nan	9.312e-01	9.312e-01	9.312e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.009e-02	nan	nan	nan	1.862e+00	1.862e+00	1.862e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.598e-02	nan	nan	nan	1.081e+00	1.081e+00	1.081e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.793e-02	nan	nan	nan	1.234e+00	1.234e+00	1.234e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.905e-02	nan	nan	nan	2.848e+00	2.848e+00	2.848e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.750e-02	nan	nan	nan	9.367e-01	9.367e-01	9.367e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.772e-02	nan	nan	nan	1.519e+00	1.519e+00	1.519e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.139e-02	nan	nan	nan	1.260e+00	1.260e+00	1.260e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.117e-01	nan	nan	nan	2.427e+00	2.427e+00	2.427e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.191e-01	nan	nan	nan	1.516e+00	1.516e+00	1.516e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.305e-01	nan	nan	nan	1.542e+00	1.542e+00	1.542e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.810e-01	nan	nan	nan	1.375e+00	1.375e+00	1.375e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.097e-01	nan	nan	nan	6.837e-01	6.837e-01	6.837e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.233e-01	nan	nan	nan	9.955e-01	9.955e-01	9.955e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.647e-01	nan	nan	nan	1.043e+00	1.043e+00	1.043e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-9.422e-02	nan	nan	nan	nan	nan	nan	1.333e+00	1.333e+00	1.333e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-2.364e-02	nan	nan	nan	nan	nan	nan	2.866e+00	2.866e+00	2.866e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.190e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.883e-02	7.883e-02	7.883e-02	nan	nan	nan	nan	nan	nan	7.883e-02	7.883e-02	7.883e-02	nan	nan	nan	nan	nan	nan	7.883e-02	7.883e-02	7.883e-02	7.883e-02	7.883e-02	7.883e-02	7.883e-02	7.883e-02	7.883e-02	nan	nan	nan	nan	nan	nan
3.976e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.907e-02	9.907e-02	9.907e-02	nan	nan	nan	nan	nan	nan	9.907e-02	9.907e-02	9.907e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.745e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.008e-01	1.008e-01	1.008e-01	nan	nan	nan	nan	nan	nan	1.008e-01	1.008e-01	1.008e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.295e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.097e-01	3.097e-01	3.097e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.097e-01	3.097e-01	3.097e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.041e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.217e-01	3.217e-01	3.217e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.217e-01	3.217e-01	3.217e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.820e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.885e-01	3.885e-01	3.885e-01	nan	nan	nan	nan	nan	nan	3.885e-01	3.885e-01	3.885e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.143e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.267e-01	5.267e-01	5.267e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.267e-01	5.267e-01	5.267e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.547e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.581e-01	5.581e-01	5.581e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.581e-01	5.581e-01	5.581e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.652e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.764e-01	5.764e-01	5.764e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.764e-01	5.764e-01	5.764e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.028e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.197e-01	7.197e-01	7.197e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.197e-01	7.197e-01	7.197e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.476e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.735e-01	7.735e-01	7.735e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.020e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.973e-01	7.973e-01	7.973e-01	nan	nan	nan	nan	nan	nan	7.973e-01	7.973e-01	7.973e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.540e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.304e+00	1.304e+00	1.304e+00	nan	nan	nan	nan	nan	nan	1.304e+00	1.304e+00	1.304e+00	nan	nan	nan	nan	nan	nan	1.304e+00	1.304e+00	1.304e+00	1.304e+00	1.304e+00	1.304e+00	1.304e+00	1.304e+00	1.304e+00	nan	nan	nan	nan	nan	nan
-1.608e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.015e-01	1.015e-01	1.015e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-6.309e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.769e-02	8.769e-02	8.769e-02	nan	nan	nan	nan	nan	nan	8.769e-02	8.769e-02	8.769e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-2.293e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.361e-01	1.361e-01	1.361e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-1.116e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.736e-02	9.736e-02	9.736e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.760e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.360e-01	1.360e-01	1.360e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.865e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.580e-01	1.580e-01	1.580e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.324e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.183e-01	2.183e-01	2.183e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.088e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.260e-01	3.260e-01	3.260e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.147e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.564e-01	1.564e-01	1.564e-01	nan	nan	nan	nan	nan	nan	1.564e-01	1.564e-01	1.564e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.450e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.542e-01	3.542e-01	3.542e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.708e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.618e-01	3.618e-01	3.618e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8.494e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.524e-01	3.524e-01	3.524e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.089e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.675e-01	3.675e-01	3.675e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.196e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.013e-01	4.013e-01	4.013e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.330e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.467e-01	4.467e-01	4.467e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.650e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.651e-01	4.651e-01	4.651e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.926e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.011e-01	5.011e-01	5.011e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.427e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.041e-01	5.041e-01	5.041e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.523e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.762e-01	5.762e-01	5.762e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.594e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.259e-01	4.259e-01	4.259e-01	nan	nan	nan	nan	nan	nan	4.259e-01	4.259e-01	4.259e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.597e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.895e-01	5.895e-01	5.895e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.639e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.147e-01	5.147e-01	5.147e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.678e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.361e-01	6.361e-01	6.361e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.012e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.408e-01	6.408e-01	6.408e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.177e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.938e-01	5.938e-01	5.938e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.222e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.228e-01	7.228e-01	7.228e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.223e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.126e-01	7.126e-01	7.126e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.521e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.514e-01	7.514e-01	7.514e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.709e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.357e-01	8.357e-01	8.357e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.145e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.565e-01	8.565e-01	8.565e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.302e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.076e-01	8.076e-01	8.076e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.969e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.409e+00	1.409e+00	1.409e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.976e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.120e+00	1.120e+00	1.120e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.156e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.185e+00	1.185e+00	1.185e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.185e+00	1.185e+00	1.185e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.435e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.429e+00	1.429e+00	1.429e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.686e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.928e+00	1.928e+00	1.928e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.767e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.973e+00	1.973e+00	1.973e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.775e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.265e+00	1.265e+00	1.265e+00	nan	nan	nan	nan	nan	nan	1.265e+00	1.265e+00	1.265e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.796e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.946e+00	1.946e+00	1.946e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.946e+00	1.946e+00	1.946e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-3.054e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.513e-01	1.513e-01	1.513e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.867e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.634e-01	1.634e-01	1.634e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.549e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.666e-01	1.666e-01	1.666e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.799e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.844e-01	1.844e-01	1.844e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.874e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.979e-01	1.979e-01	1.979e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.784e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.997e-01	2.997e-01	2.997e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.087e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.297e-01	3.297e-01	3.297e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.218e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.453e-01	3.453e-01	3.453e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.162e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.865e-01	4.865e-01	4.865e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
